text,Marks,topic,Year,Question_ID,section,marks,subject,
Describe expression strategies for heterologous genes in bacteria and yeast cells.,5,,2024,8158,C,10,Genetic Engineering,
Explain chemical synthesis of oligonucleotides.,5,,2024,8159,C,10,Genetic Engineering,
Describe two and three-hybrid systems.,5,,2024,8160,C,10,Genetic Engineering,
Advantages of animal tissue culture,20,,2024,8161,A,2,Animal Tissue Culture & Biotechnology,
Essential equipment required for ATC lab,20,,2024,8162,A,2,Animal Tissue Culture & Biotechnology,
Contents of BSS,20,,2024,8163,A,2,Animal Tissue Culture & Biotechnology,
Explant transport,20,,2024,8164,A,2,Animal Tissue Culture & Biotechnology,
Feeder layers,20,,2024,8165,A,2,Animal Tissue Culture & Biotechnology,
Microcarriers,20,,2024,8166,A,2,Animal Tissue Culture & Biotechnology,
Knock out mice,20,,2024,8167,A,2,Animal Tissue Culture & Biotechnology,
Mycoplasma contamination,20,,2024,8168,A,2,Animal Tissue Culture & Biotechnology,
Cell adhesion factors,20,,2024,8169,A,2,Animal Tissue Culture & Biotechnology,
Bioreactor,20,,2024,8170,A,2,Animal Tissue Culture & Biotechnology,
Describe the changes in a cultured cell by differentiation and explain the terms dedifferentiation.,5,,2024,8171,B,5,Animal Tissue Culture & Biotechnology,
How to isolate the cells for the primary culture from an explant?,5,,2024,8172,B,5,Animal Tissue Culture & Biotechnology,
What do you understand by cross contamination?,5,,2024,8173,B,5,Animal Tissue Culture & Biotechnology,
Give the characteristic features of finite and continuous cell lines maintenance.,5,,2024,8174,B,5,Animal Tissue Culture & Biotechnology,
How can we monitor the growth of the cells in culture?,5,,2024,8175,B,5,Animal Tissue Culture & Biotechnology,
How to scale up genomic animals?,5,,2024,8176,C,10,Animal Tissue Culture & Biotechnology,
Methods to raise transgenic animals describing the significance of transgenic animals.,5,,2024,8177,C,10,Animal Tissue Culture & Biotechnology,
What is alloreactivity?,20,,2024,8178,A,2,Immunology & Immunotechnology,
What transcription factors that support proliferation of activated T cells are put in the cytoplasm of resting T cells in inactive form?,20,,2024,8179,A,2,Immunology & Immunotechnology,
Explain how ADCC depends on the production of antibodies to recognize target cells?,20,,2024,8180,A,2,Immunology & Immunotechnology,
What is RAST?,20,,2024,8181,A,2,Immunology & Immunotechnology,
Name any two types of chemokines along with their functions?,20,,2024,8182,A,2,Immunology & Immunotechnology,
Explain the development of Erythroblastosis fetalis?,20,,2024,8183,A,2,Immunology & Immunotechnology,
Binding of antibody to the cell surface antigen can be detected by cell,20,,2024,8184,A,2,Immunology & Immunotechnology,
Define Xenograft?,20,,2024,8185,A,2,Immunology & Immunotechnology,
Name two fungal metabolites that can be used as immunosuppressant?,20,,2024,8186,A,2,Immunology & Immunotechnology,
What is ITAM?,20,,2024,8187,A,2,Immunology & Immunotechnology,
Why AIDS does not fit the paradigm for classic vaccines? Explain HOMOT binding with example.,5,,2024,8188,B,5,Immunology & Immunotechnology,
Explain how a localized Arthus reaction develops one with a well labelled diagram?,5,,2024,8189,B,5,Immunology & Immunotechnology,
Describe the general structure and probable function of the B-cell coreceptor complex?,5,,2024,8190,B,5,Immunology & Immunotechnology,
Kinin system is activated for which injury? Explain with flowchart?,5,,2024,8191,B,5,Immunology & Immunotechnology,
What are the clinical manifestations of graft rejection?,5,,2024,8192,B,5,Immunology & Immunotechnology,
"Give brief summary of B cell and T cell generation, activation and differentiation with suitable diagram?",5,,2024,8193,C,10,Immunology & Immunotechnology,
"For each of the following autoimmune disorders, indicate which of the following treatments may be appropriate:
Disease Treatment
a. Hashimoto’s Thyroiditis 1. Cyclosporin A
b. Systemic lupus erythematosis 2. Thymectomy
c. Grave’s Disease 3. Plasmapheresis
d. Myasthenia gravis 4. Kidney transplant
5. Thyroid hormone",5,,2024,8194,C,10,Immunology & Immunotechnology,
Discuss the different Anti-inflammatory Agents and which one is the most frequently used for treating pain and inflammation?,5,,2024,8195,C,10,Immunology & Immunotechnology,
What is pollution index?,20,,2024,8196,A,2,Waste Management,
What is the significance of cleaner production?,20,,2024,8197,A,2,Waste Management,
Define hazardous waste?,20,,2024,8198,A,2,Waste Management,
What is the concept of wastewater reclamation?,20,,2024,8199,A,2,Waste Management,
What is the role of equalization process in wastewater treatment?,20,,2024,8200,A,2,Waste Management,
Write any four environmental laws that are followed in India to control pollution?,20,,2024,8201,A,2,Waste Management,
What are the methods to remove dissolved inorganic impurities in wastewater?,20,,2024,8202,A,2,Waste Management,
How does Life Cycle Assessment contribute to minimization of waste generation?,20,,2024,8203,A,2,Waste Management,
What do you mean by solidification?,20,,2024,8204,A,2,Waste Management,
What is meant by Zero Liquid Discharge?,20,,2024,8205,A,2,Waste Management,
"What are the effects of industrial effluent on streams, sewer, and land? (3 points each)",5,,2024,8206,B,5,Waste Management,
Explain various modifications in the production process which can greatly minimize the pollutants generated?,5,,2024,8207,B,5,Waste Management,
Explain the various steps of Environmental Technology Assessment (EnTA) given by UNEP,5,,2024,8208,B,5,Waste Management,
Why is there a need for residue management and what plan is adopted for its management?,5,,2024,8209,B,5,Waste Management,
What is residue management?,5,,2024,8210,B,5,Waste Management,
Explain Incineration in Solid Waste Management.,5,,2024,8211,C,10,Waste Management,
Discuss the 3R concept.,5,,2024,8212,C,10,Waste Management,
Discuss the salient features of environmental legislation pertaining to industrial waste.,5,,2024,8213,C,10,Waste Management,
Define gene exploration.,20,,2024,8214,A,2,Genetic Engineering,
What is a genetically modified organism?,20,,2024,8215,A,2,Genetic Engineering,
Define vector.,20,,2024,8216,A,2,Genetic Engineering,
How many types of Restriction Enzymes exist? Give examples.,20,,2024,8217,A,2,Genetic Engineering,
What is mechanism of action of ligases?,20,,2024,8218,A,2,Genetic Engineering,
What is mRNA enrichment?,20,,2024,8219,A,2,Genetic Engineering,
Explain the technique of electroporation.,20,,2024,8220,A,2,Genetic Engineering,
What is site-directed mutagenesis?,20,,2024,8221,A,2,Genetic Engineering,
What do you understand by heterologous gene expression?,20,,2024,8222,A,2,Genetic Engineering,
Explain gene specific probes.,20,,2024,8223,A,2,Genetic Engineering,
What is gene cloning? Give the procedure.,5,,2024,8224,B,5,Genetic Engineering,
Write a detailed note on electrophoretic techniques used for nucleic acid analyses.,5,,2024,8225,B,5,Genetic Engineering,
Discuss the principle and applications of nucleic acid microarrays.,5,,2024,8226,B,5,Genetic Engineering,
Describe the methods used for chemical synthesis of oligonucleotides.,5,,2024,8227,B,5,Genetic Engineering,
Explain in vitro translation techniques.,5,,2024,8228,B,5,Genetic Engineering,
"Describe in detail the procedure for expression of recombinant proteins in bacteria, yeast and mammalian cells.",5,,2024,8229,C,10,Genetic Engineering,
What is PCR? Explain different types of PCR techniques and its applications.,5,,2024,8230,C,10,Genetic Engineering,
"Compare and contrast between southern, northern and western blotting.",5,,2024,8231,C,10,Genetic Engineering,
What is NCBI?,20,,2024,8232,A,2,Bioinformatics,
What is HMM?,20,,2024,8233,A,2,Bioinformatics,
What is Gap penalty?,20,,2024,8234,A,2,Bioinformatics,
What is PHYLIP?,20,,2024,8235,A,2,Bioinformatics,
What is COG?,20,,2024,8236,A,2,Bioinformatics,
What is Clustal W?,20,,2024,8237,A,2,Bioinformatics,
What is MMDB?,20,,2024,8238,A,2,Bioinformatics,
What is Codon biasness?,20,,2024,8239,A,2,Bioinformatics,
What is Alpha helix?,20,,2024,8240,A,2,Bioinformatics,
What is EST?,20,,2024,8241,A,2,Bioinformatics,
Differentiate between primary and secondary databases with two examples each.,5,,2024,8242,B,5,Bioinformatics,
What are scoring matrices? Differentiate between BLOSUM and PAM.,5,,2024,8243,B,5,Bioinformatics,
Explain different types of phylogenetic trees. How are they evaluated?,5,,2024,8244,B,5,Bioinformatics,
Discuss the significance of protein structure visualization tools.,5,,2024,8245,B,5,Bioinformatics,
Differentiate between global and local alignment with an example.,5,,2024,8246,B,5,Bioinformatics,
Describe methods used for gene prediction in prokaryotes.,5,,2024,8247,C,10,Bioinformatics,
Discuss different methods used for protein tertiary structure prediction. Explain their merits and demerits.,5,,2024,8248,C,10,Bioinformatics,
Explain the algorithm of BLAST. How is it different from FASTA?,5,,2024,8249,C,10,Bioinformatics,
What is NCBI?,20,,2024,8250,A,2,Bioinformatics,
What is HMM?,20,,2024,8251,A,2,Bioinformatics,
What is Gap penalty?,20,,2024,8252,A,2,Bioinformatics,
What is PHYLIP?,20,,2024,8253,A,2,Bioinformatics,
What is COG?,20,,2024,8254,A,2,Bioinformatics,
What is Clustal W?,20,,2024,8255,A,2,Bioinformatics,
What is MMDB?,20,,2024,8256,A,2,Bioinformatics,
What is Codon biasness?,20,,2024,8257,A,2,Bioinformatics,
What is Alpha helix?,20,,2024,8258,A,2,Bioinformatics,
What is EST?,20,,2024,8259,A,2,Bioinformatics,
Differentiate between primary and secondary databases with two examples each.,5,,2024,8260,B,5,Bioinformatics,
What are scoring matrices? Differentiate between BLOSUM and PAM.,5,,2024,8261,B,5,Bioinformatics,
Explain different types of phylogenetic trees. How are they evaluated?,5,,2024,8262,B,5,Bioinformatics,
Discuss the significance of protein structure visualization tools.,5,,2024,8263,B,5,Bioinformatics,
Differentiate between global and local alignment with an example.,5,,2024,8264,B,5,Bioinformatics,
Describe methods used for gene prediction in prokaryotes.,5,,2024,8265,C,10,Bioinformatics,
Discuss different methods used for protein tertiary structure prediction. Explain their merits and demerits.,5,,2024,8266,C,10,Bioinformatics,
Explain the algorithm of BLAST. How is it different from FASTA?,5,,2024,8267,C,10,Bioinformatics,
Differentiate between laminar flow and turbulent flow?,20,,2024,8268,A,2,Transport Phenomena,
What is thermal conductivity?,20,,2024,8269,A,2,Transport Phenomena,
What is the transfer coefficient with mathematical expression?,20,,2024,8270,A,2,Transport Phenomena,
What type of diffusion occurs in porous solids?,20,,2024,8271,A,2,Transport Phenomena,
What are the factors contributing to turbulence conditions in liquid flow?,20,,2024,8272,A,2,Transport Phenomena,
Write down the generalized energy balance equation and define each term.,20,,2024,8273,A,2,Transport Phenomena,
How is the equation of motion different from the equation of continuity?,20,,2024,8274,A,2,Transport Phenomena,
Define Reynolds number and Prandtl Number.,20,,2024,8275,A,2,Transport Phenomena,
Write down the Power Law or Ostwald de Waele Equation and explain its importance.,20,,2024,8276,A,2,Transport Phenomena,
"What are the different modes of heat transfer in solid, liquid, and gases? Explain.",20,,2024,8277,A,2,Transport Phenomena,
What is Newton's law of viscosity? Derive the expression of shear stress versus velocity gradient for parallel plates with suitable assumptions.,5,,2024,8278,B,5,Transport Phenomena,
"The pressure drop over a 20-m length of 2 cm diameter horizontal pipe transporting water at 25°C is measured to be 2 kPa. A laminar flow is assumed. Determine (a) the maximum velocity in the pipe, (b) the Reynolds number, (c) the wall shear stress, and (d) the friction factor.",5,,2024,8279,B,5,Transport Phenomena,
Derive the expression for film mass transfer theory and explain its importance.,5,,2024,8280,B,5,Transport Phenomena,
Differentiate between ordinary diffusion and Knudsen diffusion. Explain the role of effective diffusion in mass transfer.,5,,2024,8281,B,5,Transport Phenomena,
